Batch Size,Golden Time,Custom Time
1,66.03907632827759,58.58177971839905
2,44.15926265716553,30.66256070137024
4,32.361690282821655,15.368661165237427
8,26.48116421699524,7.63744854927063
16,24.359537601470947,4.185320854187012
